,coef,std_err,z,p_value,exp_coef
const,-1.7572531248419276,0.056806687136514385,-30.933913125738233,4.181592392433993e-210,0.17251809924731595
atraso_medio,0.04358354958405325,0.004241810503898903,10.274751675963127,9.15799732790012e-25,1.0445472621556564
frete_medio,0.005379631155547797,0.0008582060702664696,6.268460853320978,3.646342631675329e-10,1.0053941273543092
cat_group_bed_bath_table,0.2706368541508574,0.057964657212948155,4.668997750760484,3.0267269233999708e-06,1.310798972737368
cat_group_furniture_decor,0.2386722989097501,0.057173941703433,4.174494390255046,2.9864857804141227e-05,1.2695624314155864
cat_group_telephony,0.3051147699363353,0.08220430108407054,3.7116643036024803,0.00020590094648949089,1.356780711706618
